CHROM SNP_name
scaf_00003 SNP228
scaf_00003 SNP229
scaf_00003 SNP230
scaf_00003 SNP231
scaf_00003 SNP232
scaf_00003 SNP233
scaf_00003 SNP234
scaf_00003 SNP235
scaf_00003 SNP236
scaf_00003 SNP237
scaf_00003 SNP238
scaf_00003 SNP239
scaf_00003 SNP240
scaf_00003 SNP241
scaf_00003 SNP242
scaf_00003 SNP243
scaf_00003 SNP244
scaf_00003 SNP245
scaf_00003 SNP246
scaf_00003 SNP247
scaf_00003 SNP248
scaf_00003 SNP249
scaf_00003 SNP250
scaf_00003 SNP251
scaf_00003 SNP252
scaf_00003 SNP253
scaf_00003 SNP254
scaf_00003 SNP255
scaf_00003 SNP256
scaf_00003 SNP257
scaf_00003 SNP258
scaf_00003 SNP259
scaf_00003 SNP260
scaf_00003 SNP261
scaf_00003 SNP262
scaf_00003 SNP263
scaf_00003 SNP264
scaf_00003 SNP265
scaf_00003 SNP266
scaf_00003 SNP267
scaf_00003 SNP268
scaf_00003 SNP269
scaf_00003 SNP270
scaf_00003 SNP271
scaf_00003 SNP272
scaf_00003 SNP273
scaf_00003 SNP274
scaf_00003 SNP275
scaf_00003 SNP276
scaf_00003 SNP277
scaf_00003 SNP278
scaf_00003 SNP279
scaf_00003 SNP280
scaf_00003 SNP281
scaf_00003 SNP282
scaf_00003 SNP283
scaf_00003 SNP284
scaf_00003 SNP285
scaf_00004 SNP286
scaf_00004 SNP287
scaf_00004 SNP288
scaf_00004 SNP289
scaf_00004 SNP290
scaf_00004 SNP291
scaf_00004 SNP292
scaf_00004 SNP293
scaf_00004 SNP294
scaf_00004 SNP295
scaf_00004 SNP296
scaf_00004 SNP297
scaf_00004 SNP298
scaf_00004 SNP299
scaf_00004 SNP300
scaf_00004 SNP301
scaf_00004 SNP302
scaf_00004 SNP303
scaf_00004 SNP304
scaf_00004 SNP305
scaf_00004 SNP306
scaf_00004 SNP307
scaf_00004 SNP308
scaf_00004 SNP309
scaf_00004 SNP310
scaf_00004 SNP311
scaf_00004 SNP312
scaf_00004 SNP313
scaf_00004 SNP314
scaf_00004 SNP315
scaf_00004 SNP316
scaf_00004 SNP317
scaf_00004 SNP318
scaf_00004 SNP319
scaf_00004 SNP320
scaf_00004 SNP321
scaf_00004 SNP322
scaf_00004 SNP323
scaf_00004 SNP324
scaf_00004 SNP325
scaf_00004 SNP326
scaf_00004 SNP327
scaf_00004 SNP328
scaf_00004 SNP329
scaf_00004 SNP330
scaf_00004 SNP331
scaf_00004 SNP332
scaf_00004 SNP333
scaf_00004 SNP334
scaf_00004 SNP335
scaf_00004 SNP336
scaf_00004 SNP337
scaf_00004 SNP338
scaf_00004 SNP339
scaf_00004 SNP340
scaf_00004 SNP341
scaf_00004 SNP342
scaf_00004 SNP343
scaf_00004 SNP344
scaf_00004 SNP345
scaf_00004 SNP346
scaf_00004 SNP347
scaf_00004 SNP348
scaf_00004 SNP349
scaf_00004 SNP350
scaf_00004 SNP351
scaf_00004 SNP352
scaf_00004 SNP353
scaf_00004 SNP354
scaf_00004 SNP355
scaf_00004 SNP356
scaf_00004 SNP357
scaf_00004 SNP358
scaf_00004 SNP359
scaf_00004 SNP360
scaf_00004 SNP361
scaf_00004 SNP362
scaf_00004 SNP363
scaf_00004 SNP364
scaf_00004 SNP365
scaf_00004 SNP366
scaf_00004 SNP367
scaf_00004 SNP368
scaf_00004 SNP369
scaf_00004 SNP370
scaf_00004 SNP371
scaf_00004 SNP372
scaf_00004 SNP373
scaf_00004 SNP374
scaf_00004 SNP375
scaf_00004 SNP376
scaf_00004 SNP377
scaf_00004 SNP378
scaf_00004 SNP379
scaf_00004 SNP380
scaf_00004 SNP381
scaf_00004 SNP382
scaf_00004 SNP383
scaf_00004 SNP384
scaf_00004 SNP385
scaf_00004 SNP386
scaf_00004 SNP387
scaf_00004 SNP388
scaf_00004 SNP389
scaf_00004 SNP390
scaf_00004 SNP391
scaf_00004 SNP392
scaf_00004 SNP393
scaf_00004 SNP394
scaf_00004 SNP395
scaf_00004 SNP396
scaf_00004 SNP397
scaf_00004 SNP398
scaf_00004 SNP399
scaf_00004 SNP400
scaf_00004 SNP401
scaf_00004 SNP402
scaf_00004 SNP403
scaf_00004 SNP404
scaf_00004 SNP405
scaf_00005 SNP406
scaf_00005 SNP407
scaf_00005 SNP408
scaf_00005 SNP409
scaf_00005 SNP410
scaf_00005 SNP411
scaf_00005 SNP412
scaf_00005 SNP413
scaf_00005 SNP414
scaf_00005 SNP415
scaf_00005 SNP416
scaf_00005 SNP417
scaf_00005 SNP418
scaf_00005 SNP419
scaf_00005 SNP420
scaf_00005 SNP421
scaf_00005 SNP422
scaf_00005 SNP423
scaf_00005 SNP424
scaf_00005 SNP425
scaf_00005 SNP426
scaf_00005 SNP427
scaf_00005 SNP428
scaf_00005 SNP429
scaf_00005 SNP430
scaf_00005 SNP431
scaf_00005 SNP432
scaf_00005 SNP433
scaf_00005 SNP434
scaf_00005 SNP435
scaf_00005 SNP436
scaf_00005 SNP437
scaf_00005 SNP438
scaf_00005 SNP439
scaf_00005 SNP440
scaf_00005 SNP441
scaf_00005 SNP442
scaf_00005 SNP443
scaf_00005 SNP444
scaf_00005 SNP445
scaf_00005 SNP446
scaf_00005 SNP447
scaf_00005 SNP448
scaf_00005 SNP449
scaf_00005 SNP450
scaf_00005 SNP451
scaf_00005 SNP452
scaf_00005 SNP453
scaf_00005 SNP454
scaf_00005 SNP455
scaf_00005 SNP456
scaf_00005 SNP457
scaf_00005 SNP458
scaf_00005 SNP459
scaf_00005 SNP460
scaf_00005 SNP461
scaf_00005 SNP462
scaf_00005 SNP463
scaf_00005 SNP464
scaf_00005 SNP465
scaf_00005 SNP466
scaf_00005 SNP467
scaf_00005 SNP468
scaf_00005 SNP469
scaf_00005 SNP470
scaf_00005 SNP471
scaf_00005 SNP472
scaf_00005 SNP473
scaf_00005 SNP474
scaf_00005 SNP475
scaf_00005 SNP476
scaf_00005 SNP477
scaf_00005 SNP478
scaf_00005 SNP479
scaf_00005 SNP480
scaf_00005 SNP481
scaf_00005 SNP482
scaf_00005 SNP483
scaf_00005 SNP484
scaf_00005 SNP485
scaf_00005 SNP486
scaf_00005 SNP487
scaf_00005 SNP488
scaf_00005 SNP489
scaf_00005 SNP490
scaf_00005 SNP491
scaf_00005 SNP492
scaf_00005 SNP493
scaf_00005 SNP494
scaf_00005 SNP495
scaf_00005 SNP496
scaf_00005 SNP497
scaf_00005 SNP498
scaf_00005 SNP499
scaf_00005 SNP500
scaf_00005 SNP501
scaf_00005 SNP502
scaf_00005 SNP503
scaf_00005 SNP504
scaf_00005 SNP505
scaf_00005 SNP506
scaf_00005 SNP507
scaf_00005 SNP508
scaf_00005 SNP509
scaf_00005 SNP510
scaf_00005 SNP511
scaf_00005 SNP512
scaf_00005 SNP513
scaf_00005 SNP514
scaf_00005 SNP515
scaf_00005 SNP516
scaf_00005 SNP517
scaf_00006 SNP518
scaf_00006 SNP519
scaf_00006 SNP520
scaf_00006 SNP521
scaf_00006 SNP522
scaf_00006 SNP523
scaf_00006 SNP524
scaf_00006 SNP525
scaf_00006 SNP526
scaf_00006 SNP527
scaf_00006 SNP528
scaf_00006 SNP529
scaf_00006 SNP530
scaf_00006 SNP531
scaf_00006 SNP532
scaf_00006 SNP533
scaf_00006 SNP534
scaf_00006 SNP535
scaf_00006 SNP536
scaf_00006 SNP537
scaf_00006 SNP538
scaf_00006 SNP539
scaf_00006 SNP540
scaf_00006 SNP541
scaf_00006 SNP542
scaf_00006 SNP543
scaf_00006 SNP544
scaf_00006 SNP545
scaf_00006 SNP546
scaf_00006 SNP547
scaf_00006 SNP548
scaf_00006 SNP549
scaf_00006 SNP550
scaf_00006 SNP551
scaf_00006 SNP552
scaf_00006 SNP553
scaf_00006 SNP554
scaf_00006 SNP555
scaf_00006 SNP556
scaf_00006 SNP557
scaf_00006 SNP558
scaf_00006 SNP559
scaf_00006 SNP560
scaf_00006 SNP561
scaf_00006 SNP562
scaf_00006 SNP563
scaf_00006 SNP564
scaf_00006 SNP565
scaf_00006 SNP566
scaf_00006 SNP567
scaf_00006 SNP568
scaf_00006 SNP569
scaf_00006 SNP570
scaf_00006 SNP571
scaf_00006 SNP572
scaf_00006 SNP573
scaf_00006 SNP574
scaf_00006 SNP575
scaf_00006 SNP576
scaf_00006 SNP577
scaf_00006 SNP578
scaf_00006 SNP579
scaf_00006 SNP580
scaf_00006 SNP581
scaf_00006 SNP582
scaf_00006 SNP583
scaf_00006 SNP584
scaf_00006 SNP585
scaf_00006 SNP586
scaf_00006 SNP587
scaf_00006 SNP588
scaf_00006 SNP589
scaf_00006 SNP590
scaf_00006 SNP591
scaf_00006 SNP592
scaf_00006 SNP593
scaf_00006 SNP594
scaf_00006 SNP595
scaf_00006 SNP596
scaf_00006 SNP597
scaf_00006 SNP598
scaf_00006 SNP599
scaf_00006 SNP600
scaf_00006 SNP601
scaf_00006 SNP602
scaf_00006 SNP603
scaf_00006 SNP604
scaf_00006 SNP605
scaf_00006 SNP606
scaf_00006 SNP607
scaf_00006 SNP608
scaf_00006 SNP609
scaf_00006 SNP610
scaf_00006 SNP611
scaf_00006 SNP612
scaf_00006 SNP613
scaf_00006 SNP614
scaf_00006 SNP615
scaf_00006 SNP616
scaf_00006 SNP617
scaf_00006 SNP618
scaf_00006 SNP619
scaf_00006 SNP620
scaf_00006 SNP621
scaf_00007 SNP622
scaf_00007 SNP623
scaf_00007 SNP624
scaf_00007 SNP625
scaf_00007 SNP626
scaf_00007 SNP627
scaf_00007 SNP628
scaf_00007 SNP629
scaf_00007 SNP630
scaf_00007 SNP631
scaf_00007 SNP632
scaf_00007 SNP633
scaf_00007 SNP634
scaf_00007 SNP635
scaf_00007 SNP636
scaf_00007 SNP637
scaf_00007 SNP638
scaf_00007 SNP639
scaf_00007 SNP640
scaf_00007 SNP641
scaf_00007 SNP642
scaf_00007 SNP643
scaf_00007 SNP644
scaf_00007 SNP645
scaf_00007 SNP646
scaf_00007 SNP647
scaf_00007 SNP648
scaf_00007 SNP649
scaf_00007 SNP650
scaf_00007 SNP651
scaf_00007 SNP652
scaf_00007 SNP653
scaf_00007 SNP654
scaf_00007 SNP655
scaf_00007 SNP656
scaf_00007 SNP657
scaf_00007 SNP658
scaf_00007 SNP659
scaf_00007 SNP660
scaf_00007 SNP661
scaf_00007 SNP662
scaf_00007 SNP663
scaf_00007 SNP664
scaf_00007 SNP665
scaf_00007 SNP666
scaf_00007 SNP667
scaf_00007 SNP668
scaf_00007 SNP669
scaf_00007 SNP670
scaf_00007 SNP671
scaf_00007 SNP672
scaf_00007 SNP673
scaf_00007 SNP674
scaf_00007 SNP675
scaf_00007 SNP676
scaf_00007 SNP677
scaf_00007 SNP678
scaf_00007 SNP679
scaf_00007 SNP680
scaf_00007 SNP681
scaf_00007 SNP682
scaf_00007 SNP683
scaf_00007 SNP684
scaf_00007 SNP685
scaf_00007 SNP686
scaf_00007 SNP687
scaf_00007 SNP688
scaf_00008 SNP689
scaf_00008 SNP690
scaf_00008 SNP691
scaf_00008 SNP692
scaf_00008 SNP693
scaf_00008 SNP694
scaf_00008 SNP695
scaf_00008 SNP696
scaf_00008 SNP697
scaf_00008 SNP698
scaf_00008 SNP699
scaf_00008 SNP700
scaf_00008 SNP701
scaf_00008 SNP702
scaf_00008 SNP703
scaf_00008 SNP704
scaf_00008 SNP705
scaf_00008 SNP706
scaf_00008 SNP707
scaf_00008 SNP708
scaf_00008 SNP709
scaf_00008 SNP710
scaf_00008 SNP711
scaf_00008 SNP712
scaf_00008 SNP713
scaf_00008 SNP714
scaf_00008 SNP715
scaf_00008 SNP716
scaf_00008 SNP717
scaf_00008 SNP718
scaf_00008 SNP719
scaf_00008 SNP720
scaf_00008 SNP721
scaf_00008 SNP722
scaf_00008 SNP723
scaf_00008 SNP724
scaf_00008 SNP725
scaf_00008 SNP726
scaf_00008 SNP727
scaf_00008 SNP728
scaf_00008 SNP729
scaf_00008 SNP730
scaf_00008 SNP731
scaf_00008 SNP732
scaf_00008 SNP733
scaf_00008 SNP734
scaf_00008 SNP735
scaf_00008 SNP736
scaf_00008 SNP737
scaf_00008 SNP738
scaf_00008 SNP739
scaf_00008 SNP740
scaf_00008 SNP741
scaf_00008 SNP742
scaf_00009 SNP743
scaf_00009 SNP744
scaf_00009 SNP745
scaf_00009 SNP746
scaf_00009 SNP747
scaf_00009 SNP748
scaf_00009 SNP749
scaf_00009 SNP750
scaf_00009 SNP751
scaf_00009 SNP752
scaf_00009 SNP753
scaf_00009 SNP754
scaf_00009 SNP755
scaf_00009 SNP756
scaf_00009 SNP757
scaf_00009 SNP758
scaf_00009 SNP759
scaf_00009 SNP760
scaf_00009 SNP761
scaf_00009 SNP762
scaf_00009 SNP763
scaf_00009 SNP764
scaf_00009 SNP765
scaf_00009 SNP766
scaf_00009 SNP767
scaf_00009 SNP768
scaf_00009 SNP769
scaf_00009 SNP770
scaf_00009 SNP771
scaf_00009 SNP772
scaf_00009 SNP773
scaf_00009 SNP774
scaf_00009 SNP775
scaf_00009 SNP776
scaf_00009 SNP777
scaf_00009 SNP778
scaf_00009 SNP779
scaf_00009 SNP780
scaf_00009 SNP781
scaf_00009 SNP782
scaf_00009 SNP783
scaf_00009 SNP784
scaf_00009 SNP785
scaf_00009 SNP786
scaf_00009 SNP787
scaf_00009 SNP788
scaf_00009 SNP789
scaf_00009 SNP790
scaf_00009 SNP791
scaf_00009 SNP792
scaf_00009 SNP793
scaf_00009 SNP794
scaf_00009 SNP795
scaf_00009 SNP796
scaf_00009 SNP797
scaf_00009 SNP798
scaf_00009 SNP799
scaf_00009 SNP800
scaf_00009 SNP801
scaf_00009 SNP802
scaf_00009 SNP803
scaf_00009 SNP804
scaf_00009 SNP805
scaf_00009 SNP806
scaf_00009 SNP807
scaf_00009 SNP808
scaf_00009 SNP809
scaf_00009 SNP810
scaf_00009 SNP811
scaf_00009 SNP812
scaf_00009 SNP813
scaf_00009 SNP814
scaf_00009 SNP815
scaf_00009 SNP816
scaf_00009 SNP817
scaf_00009 SNP818
scaf_00009 SNP819
scaf_00009 SNP820
scaf_00009 SNP821
scaf_00009 SNP822
scaf_00009 SNP823
scaf_00009 SNP824
scaf_00009 SNP825
scaf_00009 SNP826
scaf_00009 SNP827
scaf_00009 SNP828
scaf_00009 SNP829
scaf_00009 SNP830
scaf_00009 SNP831
scaf_00009 SNP832
scaf_00009 SNP833
scaf_00009 SNP834
scaf_00009 SNP835
scaf_00009 SNP836
scaf_00009 SNP837
scaf_00009 SNP838
scaf_00009 SNP839
scaf_00009 SNP840
scaf_00009 SNP841
scaf_00009 SNP842
scaf_00009 SNP843
scaf_00009 SNP844
scaf_00009 SNP845
scaf_00009 SNP846
scaf_00009 SNP847
scaf_00009 SNP848
scaf_00009 SNP849
scaf_00009 SNP850
scaf_00010 SNP851
scaf_00010 SNP852
scaf_00010 SNP853
scaf_00010 SNP854
scaf_00010 SNP855
scaf_00010 SNP856
scaf_00010 SNP857
scaf_00010 SNP858
scaf_00010 SNP859
scaf_00010 SNP860
scaf_00010 SNP861
scaf_00010 SNP862
scaf_00010 SNP863
scaf_00010 SNP864
scaf_00010 SNP865
scaf_00010 SNP866
scaf_00010 SNP867
scaf_00010 SNP868
scaf_00010 SNP869
scaf_00010 SNP870
scaf_00010 SNP871
scaf_00010 SNP872
scaf_00010 SNP873
scaf_00010 SNP874
scaf_00010 SNP875
scaf_00010 SNP876
scaf_00010 SNP877
scaf_00010 SNP878
scaf_00010 SNP879
scaf_00010 SNP880
scaf_00010 SNP881
scaf_00010 SNP882
scaf_00010 SNP883
scaf_00010 SNP884
scaf_00010 SNP885
scaf_00010 SNP886
scaf_00010 SNP887
scaf_00010 SNP888
scaf_00010 SNP889
scaf_00010 SNP890
scaf_00010 SNP891
scaf_00010 SNP892
scaf_00010 SNP893
scaf_00010 SNP894
scaf_00010 SNP895
scaf_00010 SNP896
scaf_00010 SNP897
scaf_00010 SNP898
scaf_00010 SNP899
scaf_00010 SNP900
scaf_00010 SNP901
scaf_00010 SNP902
scaf_00010 SNP903
scaf_00010 SNP904
scaf_00010 SNP905
scaf_00010 SNP906
scaf_00010 SNP907
scaf_00010 SNP908
scaf_00010 SNP909
scaf_00010 SNP910
scaf_00010 SNP911
scaf_00010 SNP912
scaf_00010 SNP913
scaf_00010 SNP914
scaf_00010 SNP915
scaf_00010 SNP916
scaf_00010 SNP917
scaf_00010 SNP918
scaf_00010 SNP919
scaf_00010 SNP920
scaf_00010 SNP921
scaf_00010 SNP922
scaf_00010 SNP923
scaf_00010 SNP924
scaf_00011 SNP925
scaf_00011 SNP926
scaf_00011 SNP927
scaf_00011 SNP928
scaf_00011 SNP929
scaf_00011 SNP930
scaf_00011 SNP931
scaf_00011 SNP932
scaf_00011 SNP933
scaf_00011 SNP934
scaf_00011 SNP935
scaf_00011 SNP936
scaf_00011 SNP937
scaf_00011 SNP938
scaf_00011 SNP939
scaf_00011 SNP940
scaf_00011 SNP941
scaf_00011 SNP942
scaf_00011 SNP943
scaf_00011 SNP944
scaf_00011 SNP945
scaf_00011 SNP946
scaf_00011 SNP947
scaf_00011 SNP948
scaf_00011 SNP949
scaf_00011 SNP950
scaf_00011 SNP951
scaf_00011 SNP952
scaf_00011 SNP953
scaf_00011 SNP954
scaf_00011 SNP955
scaf_00011 SNP956
scaf_00011 SNP957
scaf_00011 SNP958
scaf_00011 SNP959
scaf_00011 SNP960
scaf_00011 SNP961
scaf_00011 SNP962
scaf_00011 SNP963
scaf_00011 SNP964
scaf_00011 SNP965
scaf_00011 SNP966
scaf_00011 SNP967
scaf_00012 SNP968
scaf_00012 SNP969
scaf_00012 SNP970
scaf_00012 SNP971
scaf_00012 SNP972
scaf_00012 SNP973
scaf_00012 SNP974
scaf_00012 SNP975
scaf_00012 SNP976
scaf_00012 SNP977
scaf_00012 SNP978
scaf_00012 SNP979
scaf_00012 SNP980
scaf_00012 SNP981
scaf_00012 SNP982
scaf_00012 SNP983
scaf_00012 SNP984
scaf_00012 SNP985
scaf_00012 SNP986
scaf_00012 SNP987
scaf_00012 SNP988
scaf_00012 SNP989
scaf_00012 SNP990
scaf_00012 SNP991
scaf_00012 SNP992
scaf_00012 SNP993
scaf_00012 SNP994
scaf_00012 SNP995
scaf_00012 SNP996
scaf_00012 SNP997
scaf_00012 SNP998
scaf_00012 SNP999
scaf_00012 SNP1000
scaf_00012 SNP1001
scaf_00012 SNP1002
scaf_00012 SNP1003
scaf_00012 SNP1004
scaf_00012 SNP1005
scaf_00012 SNP1006
scaf_00012 SNP1007
scaf_00012 SNP1008
scaf_00012 SNP1009
scaf_00012 SNP1010
scaf_00012 SNP1011
scaf_00012 SNP1012
scaf_00012 SNP1013
scaf_00012 SNP1014
scaf_00012 SNP1015
scaf_00012 SNP1016
scaf_00012 SNP1017
scaf_00012 SNP1018
scaf_00012 SNP1019
scaf_00012 SNP1020
scaf_00012 SNP1021
scaf_00012 SNP1022
scaf_00012 SNP1023
scaf_00012 SNP1024
scaf_00012 SNP1025
scaf_00012 SNP1026
scaf_00012 SNP1027
scaf_00012 SNP1028
scaf_00012 SNP1029
scaf_00012 SNP1030
scaf_00012 SNP1031
scaf_00012 SNP1032
scaf_00012 SNP1033
scaf_00012 SNP1034
scaf_00012 SNP1035
scaf_00012 SNP1036
scaf_00012 SNP1037
scaf_00012 SNP1038
scaf_00012 SNP1039
scaf_00012 SNP1040
scaf_00012 SNP1041
scaf_00012 SNP1042
scaf_00012 SNP1043
scaf_00012 SNP1044
scaf_00012 SNP1045
scaf_00012 SNP1046
scaf_00012 SNP1047
scaf_00012 SNP1048
scaf_00012 SNP1049
scaf_00012 SNP1050
scaf_00012 SNP1051
scaf_00012 SNP1052
scaf_00012 SNP1053
scaf_00013 SNP1054
scaf_00013 SNP1055
scaf_00013 SNP1056
scaf_00013 SNP1057
scaf_00013 SNP1058
scaf_00013 SNP1059
scaf_00013 SNP1060
scaf_00013 SNP1061
scaf_00013 SNP1062
scaf_00013 SNP1063
scaf_00013 SNP1064
scaf_00013 SNP1065
scaf_00013 SNP1066
scaf_00013 SNP1067
scaf_00013 SNP1068
scaf_00013 SNP1069
scaf_00013 SNP1070
scaf_00013 SNP1071
scaf_00013 SNP1072
scaf_00013 SNP1073
scaf_00013 SNP1074
scaf_00013 SNP1075
scaf_00013 SNP1076
scaf_00013 SNP1077
scaf_00013 SNP1078
scaf_00013 SNP1079
scaf_00013 SNP1080
scaf_00013 SNP1081
scaf_00013 SNP1082
scaf_00013 SNP1083
scaf_00013 SNP1084
scaf_00013 SNP1085
scaf_00013 SNP1086
scaf_00013 SNP1087
scaf_00013 SNP1088
scaf_00013 SNP1089
scaf_00013 SNP1090
scaf_00013 SNP1091
scaf_00013 SNP1092
scaf_00013 SNP1093
scaf_00013 SNP1094
scaf_00013 SNP1095
scaf_00013 SNP1096
scaf_00013 SNP1097
scaf_00013 SNP1098
scaf_00013 SNP1099
scaf_00013 SNP1100
scaf_00013 SNP1101
scaf_00013 SNP1102
scaf_00013 SNP1103
scaf_00013 SNP1104
scaf_00013 SNP1105
scaf_00013 SNP1106
scaf_00013 SNP1107
scaf_00013 SNP1108
scaf_00013 SNP1109
scaf_00013 SNP1110
scaf_00013 SNP1111
scaf_00013 SNP1112
scaf_00013 SNP1113
scaf_00013 SNP1114
scaf_00013 SNP1115
scaf_00013 SNP1116
scaf_00013 SNP1117
scaf_00013 SNP1118
scaf_00013 SNP1119
scaf_00013 SNP1120
scaf_00013 SNP1121
scaf_00013 SNP1122
scaf_00013 SNP1123
scaf_00013 SNP1124
scaf_00013 SNP1125
scaf_00013 SNP1126
scaf_00013 SNP1127
scaf_00013 SNP1128
scaf_00013 SNP1129
scaf_00014 SNP1130
scaf_00014 SNP1131
scaf_00014 SNP1132
scaf_00014 SNP1133
scaf_00014 SNP1134
scaf_00014 SNP1135
scaf_00014 SNP1136
scaf_00014 SNP1137
scaf_00014 SNP1138
scaf_00014 SNP1139
scaf_00014 SNP1140
scaf_00014 SNP1141
scaf_00014 SNP1142
scaf_00014 SNP1143
scaf_00014 SNP1144
scaf_00014 SNP1145
scaf_00014 SNP1146
scaf_00014 SNP1147
scaf_00014 SNP1148
scaf_00014 SNP1149
scaf_00014 SNP1150
scaf_00014 SNP1151
scaf_00014 SNP1152
